public_product_id,marketplace,brand_group,category_group,subcategory_group,product_group,fulfillment_type,listing_price_band,inventory_band,margin_band_public,profitability_band_public,sales_index,units_index,fee_pct_of_gross,refund_pct_of_gross,promotion_pct_of_gross,net_to_gross_pct,margin_index,estimated_profitability_index,margin_risk_score,margin_risk_band,revenue_quality_score,revenue_quality_band,recommended_action,action_priority,action_reason
P0586,Website,Pantene,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,17.3,16.9,5.0,2.5,3.6,103.6,22.3,68.3,2.7,Low Risk,95.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1003,Flipkart,Snake Brand,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,17.1,36.5,16.1,1.7,3.4,96.3,19.6,63.6,6.4,Low Risk,88.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0944,Meesho,SHIVAMAX,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,17.1,34.5,14.5,7.7,3.8,91.9,18.3,60.9,6.0,Low Risk,85.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0922,JioMart,SHIVAMAX,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,17.1,17.1,11.6,8.4,4.3,90.9,18.7,60.9,5.3,Low Risk,85.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0706,Flipkart,Protex,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,17.0,36.3,16.4,4.2,4.0,92.1,18.6,61.2,6.7,Low Risk,85.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0178,Meesho,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,17.0,25.9,13.3,4.9,4.0,92.7,19.2,62.0,5.7,Low Risk,85.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0573,JioMart,Pantene,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,17.0,16.7,11.4,2.6,4.2,94.4,20.2,63.6,4.7,Low Risk,91.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0278,Flipkart,Dove,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,16.9,32.7,16.1,3.7,3.8,93.2,18.8,61.8,6.5,Low Risk,86.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0753,Website,Rexona,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,16.9,20.6,5.6,6.5,4.1,101.2,20.6,66.7,3.4,Low Risk,90.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0781,JioMart,Senka,Skin Care,Face Cleanser / Face Wash,Face Cleanser,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,16.9,16.5,11.5,10.0,3.0,89.9,18.5,60.4,5.0,Low Risk,88.0,Strong,Refund Review,High,Meaningful sales-index product with elevated refund percentage.
P0598,Flipkart,Pantene,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,16.8,32.7,16.0,3.6,4.5,92.9,18.6,61.6,6.5,Low Risk,85.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1185,Meesho,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,16.8,32.4,14.1,2.7,3.9,96.8,19.4,63.9,5.8,Low Risk,88.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0758,Flipkart,Sasi,Lip,Sunscreen,Sunscreen,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,16.8,32.2,15.6,2.1,3.5,94.8,19.2,62.9,6.2,Low Risk,87.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0175,Website,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,16.8,20.4,5.5,5.1,3.7,100.8,20.9,66.9,3.1,Low Risk,91.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1190,Meesho,Watsons,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,16.7,32.4,13.9,5.9,3.1,94.7,18.7,62.5,5.8,Low Risk,87.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0039,Meesho,Axe,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,16.7,25.5,14.1,4.2,3.7,94.8,19.0,62.8,5.9,Low Risk,87.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0563,JioMart,Oral-B,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,16.7,20.6,11.3,4.0,4.0,95.9,19.5,63.8,5.0,Low Risk,88.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0758,Meesho,Sasi,Lip,Sunscreen,Sunscreen,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,16.6,33.7,14.4,4.7,4.1,93.9,18.5,62.1,6.1,Low Risk,86.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0437,JioMart,L'Oreal Paris,Skin Care,Face Cleanser / Face Wash,Face Cleanser,Merchant Fulfilled,500-999,Very High / 51+,Unmapped,Unmapped,16.6,20.2,11.2,5.3,4.7,93.9,19.0,62.6,5.2,Low Risk,86.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1176,Meesho,Wangprom,Health & Wellness,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,16.5,25.9,13.7,3.7,4.2,94.5,18.8,62.6,5.7,Low Risk,88.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1085,Website,Tresemme,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,16.5,16.9,5.2,5.3,4.3,100.7,20.4,66.7,3.0,Low Risk,91.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0534,Website,Nexcare,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,16.4,20.0,5.5,3.7,3.8,103.8,20.7,67.6,2.9,Low Risk,94.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1121,JioMart,Vaseline,Body Care,Body Wash,Body Wash,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,16.4,16.1,11.1,1.8,3.7,98.0,19.8,65.1,4.6,Low Risk,91.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1029,Flipkart,Sunsilk,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,16.3,39.4,16.1,2.9,3.9,94.8,18.2,62.3,6.5,Low Risk,87.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0720,Flipkart,Protex,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,16.2,39.2,16.3,2.6,4.1,95.0,18.2,62.3,6.6,Low Risk,87.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0024,Meesho,AR,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,16.2,32.9,14.1,3.2,4.2,95.7,18.5,63.0,5.8,Low Risk,89.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1157,Website,Vaseline,Skin Care,Face Cleanser / Face Wash,Face Cleanser,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,16.2,16.5,5.1,6.3,4.2,100.8,19.9,66.4,2.9,Low Risk,93.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0528,Website,NEXCARE,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,16.1,21.0,6.1,10.1,4.7,96.9,18.5,63.8,3.5,Low Risk,89.9,Strong,Refund Review,High,Meaningful sales-index product with elevated refund percentage.
P0022,Website,Ambi Pur,Home & Kitchen,Air Freshener,Air Freshener,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,16.0,15.5,5.0,1.3,3.2,105.7,21.1,67.9,2.4,Low Risk,97.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0783,JioMart,Senka,Skin Care,Face Cleanser / Face Wash,Face Cleanser,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,16.0,15.5,11.4,3.9,4.0,96.5,18.8,63.8,4.8,Low Risk,91.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0747,Website,Rexona,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,15.9,19.4,5.1,1.6,4.0,105.0,20.7,67.7,2.6,Low Risk,97.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1035,Flipkart,Sunsilk,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,15.8,37.8,16.3,3.0,4.2,94.5,17.5,61.8,6.6,Low Risk,86.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1100,Flipkart,Tros,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,15.8,30.6,16.3,6.1,4.2,90.3,16.8,59.5,6.7,Low Risk,84.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0744,Website,Rexona,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,15.8,19.0,5.0,2.0,4.6,104.4,20.2,67.5,2.8,Low Risk,94.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1080,JioMart,Tresemme,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,15.8,15.5,11.1,2.0,4.1,97.4,19.1,64.5,4.8,Low Risk,91.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1075,JioMart,Tresemme,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,15.7,15.5,11.2,3.6,3.4,95.3,18.7,63.3,4.7,Low Risk,89.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0797,JioMart,Sensodyne,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,15.7,15.3,11.9,7.6,3.8,91.6,17.5,60.8,5.3,Low Risk,85.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0476,Meesho,Listerine,Oral Care,Mouthwash,Mouthwash,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,15.6,29.2,14.2,7.1,4.0,90.6,16.9,59.9,6.1,Low Risk,83.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1162,JioMart,Vita Keratin,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,15.5,16.1,11.3,2.3,4.4,95.9,18.5,63.6,4.8,Low Risk,91.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1041,Flipkart,Sunsilk,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,15.4,36.9,16.7,5.6,4.5,93.0,16.4,60.4,6.9,Low Risk,85.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0531,Meesho,NEXCARE,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,15.4,31.2,13.8,5.2,4.7,93.7,17.1,61.4,5.9,Low Risk,87.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1070,Flipkart,Tiger Balm,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,15.2,41.8,17.0,6.2,4.2,92.1,16.0,59.8,6.9,Low Risk,84.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1107,JioMart,Vaseline,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,15.2,21.4,11.5,1.8,4.2,97.1,18.2,64.0,4.9,Low Risk,90.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1032,Flipkart,Sunsilk,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,15.1,36.5,16.6,4.3,4.5,93.5,16.4,60.8,6.8,Low Risk,86.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0253,Meesho,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,15.1,31.0,14.0,1.9,3.4,96.4,17.7,63.2,5.6,Low Risk,90.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0039,Website,Axe,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,15.1,22.2,5.5,2.1,3.7,105.9,19.5,67.2,2.7,Low Risk,95.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0528,JioMart,NEXCARE,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,15.1,19.8,11.2,1.4,4.2,97.4,18.3,64.2,4.7,Low Risk,91.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0534,JioMart,Nexcare,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,15.1,18.6,12.1,8.3,3.7,90.7,16.6,60.0,5.4,Low Risk,84.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1249,Flipkart,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,14.8,41.0,17.1,3.4,4.0,93.8,16.3,60.9,7.0,Low Risk,84.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0475,Flipkart,Listerine,Oral Care,Mouthwash,Mouthwash,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,14.8,35.7,17.1,8.6,3.9,89.6,15.2,58.2,7.1,Low Risk,81.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1248,Meesho,Watsons,Skin Care,Lip Care,Lip Care,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,14.8,30.0,13.6,1.1,3.3,99.8,17.6,64.6,5.5,Low Risk,93.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0264,JioMart,Dove,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,High / 16-50,Unmapped,Unmapped,14.8,18.6,11.5,4.7,3.7,95.1,17.2,62.5,5.0,Low Risk,88.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0156,Website,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Very High / 51+,Unmapped,Unmapped,14.8,15.9,5.0,3.5,3.5,102.6,18.9,66.8,2.9,Low Risk,93.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0889,Flipkart,SHIVAMAX,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Very High / 51+,Unmapped,Unmapped,14.7,47.1,17.3,8.0,4.3,90.9,15.0,58.7,7.2,Low Risk,82.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0308,Meesho,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,14.7,30.0,13.9,2.6,3.7,94.9,17.1,62.2,5.7,Low Risk,88.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1067,Website,Tiger Balm,Health & Wellness,Pain Relief Balm,Pain Relief,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,14.7,16.1,5.4,4.2,3.6,101.5,18.6,66.3,3.1,Low Risk,91.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1071,Flipkart,Tiger Balm,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,14.6,40.4,17.3,5.7,3.9,92.6,15.5,59.8,7.1,Low Risk,83.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0557,Meesho,Oral-B,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,14.6,31.2,14.7,4.5,3.7,94.2,16.3,61.3,6.0,Low Risk,87.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0437,Website,L'Oreal Paris,Skin Care,Face Cleanser / Face Wash,Face Cleanser,Merchant Fulfilled,500-999,Very High / 51+,Unmapped,Unmapped,14.6,17.8,5.3,3.4,4.9,103.5,18.3,66.6,3.1,Low Risk,93.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1033,Meesho,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,14.5,29.4,14.0,0.8,3.8,96.9,17.2,63.2,5.6,Low Risk,90.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0246,Website,Dove,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,14.5,18.8,6.0,6.5,3.7,101.5,17.7,65.6,3.1,Low Risk,92.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1176,JioMart,Wangprom,Health & Wellness,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,14.4,21.8,11.5,3.2,4.0,96.4,17.1,63.1,4.9,Low Risk,89.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0690,Flipkart,Protex,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,14.3,34.7,17.0,5.5,3.9,90.7,15.3,59.0,6.9,Low Risk,83.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1150,JioMart,Vaseline,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,14.3,20.0,11.4,3.3,3.8,95.5,17.0,62.7,4.9,Low Risk,89.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1003,Meesho,Snake Brand,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,14.2,32.0,14.5,3.9,3.7,95.5,16.1,61.8,6.0,Low Risk,89.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0225,Meesho,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,14.2,30.4,14.1,3.6,4.4,94.5,16.1,61.5,5.7,Low Risk,89.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0890,Meesho,SHIVAMAX,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,14.2,29.0,14.0,3.9,4.6,94.6,16.0,61.4,6.0,Low Risk,87.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1100,Meesho,Tros,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,14.2,28.8,13.8,5.5,3.5,93.4,15.9,60.9,5.7,Low Risk,87.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0246,JioMart,Dove,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,14.2,18.4,11.4,2.7,4.0,97.1,16.9,63.4,5.0,Low Risk,89.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1251,Flipkart,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,14.1,38.8,16.6,4.6,4.1,94.7,15.3,60.8,6.7,Low Risk,86.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0840,Meesho,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Adhesive Hooks,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,14.1,28.6,13.9,3.3,3.6,96.7,16.2,62.5,5.6,Low Risk,90.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1196,Meesho,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,14.1,27.1,13.8,2.3,4.8,96.3,16.2,62.4,5.8,Low Risk,88.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0563,Website,Oral-B,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,14.1,16.9,5.4,0.8,3.9,106.7,18.4,66.8,2.7,Low Risk,97.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1052,Flipkart,Sunsilk,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,14.0,33.7,16.4,3.3,3.3,95.8,15.7,61.6,6.6,Low Risk,87.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0271,Meesho,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,14.0,28.4,14.0,1.5,3.9,97.9,16.4,63.2,5.7,Low Risk,90.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1214,Flipkart,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,13.8,38.2,16.5,5.0,4.0,95.3,15.0,60.9,6.7,Low Risk,87.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1039,Meesho,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,13.8,29.4,14.4,9.7,4.0,89.6,14.4,58.2,6.2,Low Risk,84.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0555,Meesho,Oral-B,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,13.8,28.0,14.2,4.7,4.4,93.6,15.3,60.7,6.0,Low Risk,86.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1112,Meesho,Vaseline,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,13.8,28.0,14.0,1.8,4.0,96.6,16.1,62.6,5.6,Low Risk,90.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1026,Flipkart,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,13.7,33.9,16.4,3.3,4.1,94.1,15.1,60.6,6.7,Low Risk,85.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0261,Meesho,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Very High / 51+,Unmapped,Unmapped,13.7,27.8,13.8,3.1,3.5,96.4,15.8,62.3,5.6,Low Risk,90.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1176,Website,Wangprom,Health & Wellness,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,13.7,20.6,6.0,5.9,3.8,101.6,16.7,65.3,3.3,Low Risk,91.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0178,Website,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,13.7,20.0,5.2,2.1,3.9,106.4,17.6,66.5,2.8,Low Risk,95.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1164,Flipkart,Wangprom,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,13.6,32.9,16.9,6.6,3.7,91.4,14.4,58.9,6.9,Low Risk,84.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0178,JioMart,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,13.6,20.2,11.9,6.2,4.7,93.6,15.2,60.8,5.5,Low Risk,85.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1218,Flipkart,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,13.5,37.1,17.2,5.7,4.4,92.3,14.3,59.2,7.0,Low Risk,85.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
